donor,recipient,amount
France,South Africa,6791
France,South Africa,6788
France,Thailand,6786
France,Thailand,6786
France,Thailand,6786
France,Thailand,6785
France,Thailand,6784
France,Thailand,6784
France,Thailand,6778
France,Thailand,6778
France,Thailand,6778
France,Thailand,6776
France,Thailand,6775
France,Thailand,6775
France,Thailand,6772
France,Thailand,6770
France,Thailand,6768
France,Thailand,6768
France,Thailand,6768
France,Thailand,6768
France,Thailand,6768
France,Thailand,6768
France,Thailand,6767
France,Thailand,6767
France,Thailand,6765
France,Thailand,6764
France,Thailand,6763
France,Thailand,6763
France,Thailand,6763
France,Thailand,6763
France,Thailand,6762
France,Thailand,6762
France,Thailand,6759
France,Thailand,6758
France,Thailand,6758
France,Thailand,6756
France,Thailand,6756
France,Thailand,6755
France,Thailand,6755
France,Thailand,6755
France,Thailand,6754
France,Thailand,6751
France,Thailand,6750
France,Thailand,6750
France,Thailand,6750
France,Thailand,6750
France,Thailand,6748
France,Colombia,6746
France,India,6745
France,India,6745
France,Thailand,6744
Denmark,Chile,6744
Denmark,India,6743
Denmark,India,6743
Denmark,India,6743
Denmark,India,6741
Denmark,India,6740
Denmark,India,6738
Denmark,India,6738
Denmark,South Africa,6738
Denmark,South Africa,6738
Denmark,South Africa,6738
Denmark,South Africa,6737
Denmark,South Africa,6735
Denmark,South Africa,6734
Denmark,South Africa,6734
Denmark,South Africa,6733
Denmark,South Africa,6733
Denmark,South Africa,6732
Denmark,Thailand,6732
Finland,Brazil,6729
Finland,Brazil,6728
Finland,Brazil,6727
Finland,India,6723
Finland,India,6722
Finland,India,6720
Finland,India,6720
Finland,India,6718
Finland,India,6718
Finland,India,6717
Finland,India,6715
Finland,Thailand,6715
Finland,Thailand,6715
Finland,Thailand,6714
Finland,Thailand,6714
Finland,Thailand,6712
Finland,Brazil,6712
Finland,Brazil,6711
Finland,Brazil,6711
Finland,Brazil,6703
Finland,Brazil,6703
Finland,Brazil,6703
Finland,Brazil,6701
Finland,Chile,6701
Finland,Chile,6700
Finland,Chile,6700
Finland,Chile,6700
Finland,Chile,6700
Finland,Colombia,6694
Finland,Colombia,6693
Finland,Colombia,6691
Finland,India,6691
Finland,India,6691
Finland,India,6688
Finland,India,6686
Finland,India,6686
Finland,India,6683
Finland,India,6681
Finland,India,6677
Finland,India,6676
Finland,India,6676
Ireland,Brazil,6676
Ireland,Brazil,6675
Ireland,Brazil,6674
Ireland,Brazil,6674
Ireland,Brazil,6674
Ireland,Brazil,6674
Ireland,Brazil,6674
Ireland,Brazil,6674
Ireland,Brazil,6674
Ireland,Brazil,6674
Ireland,Brazil,6673
Ireland,Brazil,6672
Ireland,Brazil,6669
Ireland,Brazil,6668
Ireland,Brazil,6668
Ireland,Colombia,6668
Ireland,Colombia,6668
Ireland,Colombia,6666
Ireland,Colombia,6665
Ireland,Colombia,6664
Ireland,Colombia,6662
Ireland,Colombia,6659
Ireland,Colombia,6659
Ireland,Colombia,6659
Ireland,Colombia,6659
Ireland,Colombia,6659
Ireland,Colombia,6659
Ireland,Colombia,6659
Ireland,Colombia,6659
Ireland,Colombia,6659
Ireland,Colombia,6659
Ireland,Colombia,6659
Ireland,India,6659
Ireland,India,6659
Ireland,India,6658
Ireland,India,6657
Ireland,India,6657
Ireland,India,6657
Ireland,India,6657
Ireland,India,6657
Ireland,India,6657
Ireland,India,6656
Ireland,India,6656
Ireland,India,6655
Ireland,India,6655
Ireland,India,6654
Ireland,India,6653
Ireland,India,6651
Ireland,India,6651
Ireland,India,6650
Ireland,India,6649
Ireland,India,6648
Ireland,India,6647
Ireland,India,6646
Iceland,South Africa,6644
Ireland,India,6644
Ireland,India,6644
Ireland,India,6643
Ireland,India,6643
Ireland,India,6641
Ireland,India,6641
Ireland,India,6639
Finland,South Africa,6639
Finland,South Africa,6638
Finland,South Africa,6636
Finland,South Africa,6634
Finland,South Africa,6633
Finland,Thailand,6633
Finland,Thailand,6631
Finland,Thailand,6629
Italy,Brazil,6628
Italy,Brazil,6627
Italy,Brazil,6625
Italy,Brazil,6625
Italy,Brazil,6625
Italy,Brazil,6622
Italy,Brazil,6621
Italy,Brazil,6621
Italy,Brazil,6620
Italy,Brazil,6618
Italy,Brazil,6618
Italy,Brazil,6616
Italy,Brazil,6616
Italy,Colombia,6612
Italy,Colombia,6612
Italy,Colombia,6612
Italy,India,6611
Italy,India,6611
Italy,India,6608
Italy,India,6608
Italy,South Africa,6607
Italy,South Africa,6606
Italy,South Africa,6605
Ireland,South Africa,6602
Ireland,South Africa,6601
Ireland,South Africa,6601
Ireland,South Africa,6600
Ireland,South Africa,6599
Ireland,South Africa,6599
Ireland,South Africa,6599
Ireland,South Africa,6599
Ireland,South Africa,6599
Ireland,South Africa,6599
Ireland,South Africa,6599
Ireland,South Africa,6599
Ireland,South Africa,6599
Ireland,South Africa,6598
Ireland,South Africa,6598
Ireland,South Africa,6598
Ireland,South Africa,6598
Ireland,South Africa,6597
Italy,Thailand,6597
Ireland,South Africa,6595
Ireland,South Africa,6593
Ireland,South Africa,6593
Ireland,South Africa,6593
Ireland,South Africa,6592
Ireland,South Africa,6592
Ireland,South Africa,6592
Ireland,South Africa,6592
Ireland,South Africa,6592
Ireland,South Africa,6591
Ireland,South Africa,6590
Ireland,South Africa,6589
Ireland,South Africa,6589
Ireland,South Africa,6589
Ireland,South Africa,6588
Ireland,South Africa,6588
Ireland,South Africa,6587
Ireland,South Africa,6587
Ireland,South Africa,6587
Ireland,South Africa,6587
Ireland,South Africa,6587
Ireland,South Africa,6587
Ireland,South Africa,6587
Ireland,South Africa,6585
Ireland,South Africa,6584
Ireland,South Africa,6584
Ireland,South Africa,6583
Ireland,South Africa,6580
Ireland,South Africa,6579
Ireland,South Africa,6578
Ireland,South Africa,6577
Ireland,South Africa,6576
Ireland,South Africa,6575
Ireland,South Africa,6575
Ireland,South Africa,6575
Ireland,South Africa,6575
Ireland,South Africa,6574
Italy,Brazil,6573
Italy,Brazil,6572
Italy,Brazil,6571
Italy,Brazil,6571
Italy,Brazil,6571
Italy,Chile,6571
Italy,Chile,6570
Italy,Colombia,6569
Italy,Colombia,6569
Italy,Colombia,6568
Italy,India,6567
Italy,India,6567
Italy,India,6566
Ireland,Thailand,6565
Ireland,Thailand,6565
Ireland,Thailand,6565
Ireland,Thailand,6565
Italy,South Africa,6565
Italy,South Africa,6564
Italy,South Africa,6563
Italy,Thailand,6563
Italy,Thailand,6558
Italy,Brazil,6557
Italy,Brazil,6557
Italy,Brazil,6556
Italy,Brazil,6556
Italy,Brazil,6554
Italy,Brazil,6553
Italy,Brazil,6553
Italy,Brazil,6552
Italy,Brazil,6551
Italy,Brazil,6551
Italy,Brazil,6550
Italy,Brazil,6550
Italy,Brazil,6549
Italy,Brazil,6549
Italy,Brazil,6549
Italy,Brazil,6549
Italy,Brazil,6548
Italy,Brazil,6547
Italy,Brazil,6546
Italy,Colombia,6546
Italy,Colombia,6545
Italy,Colombia,6544
Italy,Colombia,6543
Italy,India,6542
Italy,India,6542
Italy,India,6539
Italy,India,6538
Italy,India,6536
Italy,India,6536
Italy,India,6535
Italy,India,6535
Italy,India,6534
Italy,India,6532
Italy,India,6532
Italy,India,6532
Italy,India,6532
Italy,India,6531
Italy,India,6531
Italy,India,6530
Italy,South Africa,6529
Italy,South Africa,6529
Italy,Thailand,6528
Italy,Thailand,6527
Italy,Thailand,6527
Italy,Thailand,6524
Italy,Thailand,6524
Italy,Thailand,6523
Italy,Brazil,6523
Italy,Brazil,6523
Italy,Brazil,6522
Italy,Brazil,6520
Italy,Brazil,6520
Italy,Brazil,6519
Italy,Brazil,6519
Italy,Brazil,6519
Italy,Brazil,6517
Italy,Brazil,6516
Italy,Brazil,6516
Italy,Brazil,6516
Italy,Brazil,6515
Italy,Brazil,6514
Italy,Brazil,6513
Italy,Brazil,6512
Italy,Brazil,6512
Italy,Brazil,6511
Italy,Brazil,6511
Italy,Brazil,6511
Italy,Brazil,6509
Italy,Brazil,6507
Italy,Brazil,6505
Italy,Brazil,6504
Italy,Brazil,6504
Italy,Brazil,6503
Italy,Brazil,6503
Italy,Brazil,6503
Italy,Brazil,6500
Italy,Brazil,6500
Italy,Brazil,6500
Italy,Brazil,6500
Italy,Brazil,6499
Italy,Brazil,6499
Italy,Brazil,6497
Italy,Brazil,6496
Italy,Brazil,6496
Italy,Brazil,6496
Italy,Brazil,6496
Italy,Brazil,6495
Italy,Brazil,6493
Italy,Brazil,6493
Italy,Brazil,6493
Italy,Brazil,6492
Italy,Brazil,6490
Italy,Brazil,6489
Italy,Brazil,6488
Italy,Brazil,6488
Italy,Brazil,6488
Italy,Brazil,6487
Netherlands,Brazil,6485
Netherlands,Brazil,6484
Netherlands,Colombia,6484
Netherlands,Colombia,6483
Netherlands,Colombia,6483
Netherlands,Colombia,6483
Netherlands,Colombia,6483
Netherlands,Colombia,6481
Netherlands,Colombia,6480
Netherlands,Colombia,6478
Netherlands,Colombia,6478
Netherlands,Colombia,6478
Netherlands,Colombia,6478
Netherlands,Colombia,6478
Netherlands,Colombia,6478
Netherlands,Colombia,6477
Netherlands,Colombia,6476
Netherlands,Colombia,6475
Netherlands,Colombia,6475
Netherlands,Colombia,6475
Netherlands,Colombia,6475
Netherlands,Colombia,6474
Netherlands,Colombia,6473
Netherlands,Colombia,6471
Netherlands,Colombia,6471
Netherlands,Colombia,6471
Netherlands,Colombia,6471
Netherlands,Colombia,6470
Netherlands,Colombia,6470
Italy,Chile,6470
Italy,Chile,6470
Italy,Chile,6469
Italy,Chile,6469
Italy,Chile,6468
Italy,Chile,6466
Italy,Chile,6466
