donor,recipient,amount
Netherlands,Latvia,50365
United States,Poland,50363
France,Estonia,50363
Austria,Romania,50361
Greece,Romania,50356
Germany,Romania,50354
Japan,Romania,50351
Spain,Korea,50349
Austria,Estonia,50348
Sweden,Estonia,50338
Japan,Poland,50336
United States,Romania,50334
Canada,Hungary,50331
United States,Romania,50323
Canada,Poland,50322
Netherlands,Latvia,50322
Australia,Korea,50322
Austria,Lithuania,50322
Austria,Hungary,50314
Greece,Romania,50308
Germany,Poland,50306
Switzerland,Romania,50303
Netherlands,Poland,50302
Germany,Cyprus,50296
Switzerland,Romania,50291
France,Hungary,50290
France,Korea,50285
Germany,Romania,50284
Austria,Romania,50283
United States,Romania,50275
Sweden,Poland,50275
Italy,Czech Republic,50266
France,Poland,50261
Portugal,Poland,50258
France,Czech Republic,50257
United States,Poland,50255
Germany,Korea,50253
Germany,Hungary,50253
Japan,Lithuania,50237
Austria,Romania,50235
Switzerland,Hungary,50235
France,Romania,50234
Germany,Romania,50225
Japan,Korea,50219
France,Czech Republic,50212
Japan,Hungary,50211
France,Latvia,50211
Sweden,Estonia,50211
Sweden,Latvia,50211
United States,Lithuania,50210
United States,Romania,50207
France,Poland,50207
France,Kuwait,50207
France,Romania,50207
France,Poland,50206
Italy,Hungary,50203
Italy,Romania,50203
France,Qatar,50202
Sweden,Estonia,50193
Sweden,Latvia,50184
Sweden,Romania,50182
Canada,Romania,50181
Sweden,Latvia,50181
Switzerland,Poland,50179
Italy,Poland,50178
Canada,Poland,50178
Italy,Hungary,50172
Finland,Latvia,50168
France,Latvia,50161
Italy,Lithuania,50160
France,Qatar,50160
France,Romania,50150
Sweden,Lithuania,50148
Sweden,Estonia,50147
United Kingdom,Poland,50143
Canada,Poland,50138
France,Latvia,50132
United States,Romania,50126
Austria,Hungary,50126
Sweden,Latvia,50124
United Kingdom,Romania,50124
Sweden,Latvia,50123
United Kingdom,Romania,50122
France,United Arab Emirates,50121
France,Czech Republic,50115
Spain,Poland,50114
France,Czech Republic,50106
Spain,Romania,50100
France,Romania,50080
United Kingdom,Latvia,50080
Sweden,Latvia,50071
Austria,Romania,50065
United States,Poland,50065
United States,Poland,50064
United Kingdom,Estonia,50059
Netherlands,Poland,50058
United States,Hungary,50056
Netherlands,Czech Republic,50056
Netherlands,Latvia,50056
United Kingdom,Czech Republic,50056
France,Poland,50056
France,Czech Republic,50056
Germany,Lithuania,50053
Germany,Romania,50053
Netherlands,Latvia,50052
Germany,Poland,50044
Netherlands,Latvia,50039
France,Romania,50038
Netherlands,Lithuania,50037
Canada,Romania,50028
Germany,Romania,50028
United Kingdom,Romania,50022
United States,Romania,50021
Switzerland,Estonia,50014
Austria,Poland,50009
France,Romania,50000
France,Latvia,50000
Germany,Czech Republic,50000
Spain,Romania,50000
Sweden,Latvia,50000
Netherlands,Hungary,50000
United States,United Arab Emirates,50000
Italy,Romania,50000
Netherlands,Hungary,50000
Germany,Poland,49999
Netherlands,Romania,49997
Germany,Hungary,49997
Germany,Latvia,49997
Japan,Estonia,49996
Germany,Lithuania,49996
Germany,Estonia,49995
Norway,Latvia,49994
United States,Romania,49991
Switzerland,Czech Republic,49988
Germany,United Arab Emirates,49982
France,Hungary,49980
Belgium,Hungary,49978
Germany,Romania,49975
Belgium,Poland,49974
Japan,Romania,49971
Switzerland,Latvia,49969
Austria,Estonia,49968
Germany,Hungary,49967
Austria,Czech Republic,49967
Netherlands,Hungary,49967
Germany,Latvia,49959
Germany,Latvia,49956
Greece,Poland,49956
Germany,United Arab Emirates,49955
Netherlands,Latvia,49954
Switzerland,Romania,49952
Netherlands,Romania,49950
Japan,Czech Republic,49950
France,Estonia,49950
Netherlands,Latvia,49950
Japan,Slovenia,49950
Germany,Hungary,49947
United States,Lithuania,49943
Switzerland,Poland,49943
Sweden,Estonia,49943
Sweden,Poland,49943
France,Hungary,49943
Switzerland,Romania,49943
Germany,Romania,49943
Norway,Romania,49943
France,Hungary,49943
United Kingdom,Romania,49943
Switzerland,Czech Republic,49943
Italy,Romania,49943
France,Cyprus,49943
Switzerland,Romania,49943
Switzerland,Romania,49942
Austria,Romania,49935
Japan,Romania,49932
Italy,Romania,49928
Japan,Estonia,49921
Austria,Romania,49917
France,Hungary,49904
France,Kuwait,49901
France,Lithuania,49900
Italy,Hungary,49898
United Kingdom,Poland,49897
France,Hungary,49897
Finland,Latvia,49896
Canada,Poland,49895
United States,Hungary,49892
France,Lithuania,49892
United States,Poland,49887
France,Czech Republic,49882
United Kingdom,Romania,49881
Japan,Czech Republic,49880
Sweden,Latvia,49878
Austria,Romania,49878
United Kingdom,Romania,49873
France,Romania,49870
Italy,Hungary,49868
France,Hungary,49868
Sweden,Latvia,49867
France,Hungary,49866
France,Romania,49865
France,United Arab Emirates,49858
Italy,Poland,49846
Italy,Czech Republic,49846
Italy,Hungary,49843
Sweden,Poland,49838
France,Czech Republic,49837
Finland,Estonia,49825
Finland,Estonia,49819
Canada,Czech Republic,49819
Sweden,Poland,49816
France,Kuwait,49813
Sweden,Poland,49810
Sweden,Poland,49809
France,Romania,49804
France,Hungary,49800
Sweden,Estonia,49800
Italy,Poland,49799
United Kingdom,Poland,49797
United States,Hungary,49794
United States,Poland,49786
United States,Romania,49781
Sweden,Latvia,49778
Sweden,Latvia,49778
France,Czech Republic,49774
Sweden,Latvia,49770
France,Cyprus,49770
France,Romania,49769
Sweden,Estonia,49762
Austria,Taiwan,49762
United Kingdom,Hungary,49755
France,Czech Republic,49753
France,Hungary,49751
France,Qatar,49750
Spain,Romania,49750
United Kingdom,Lithuania,49747
Italy,Czech Republic,49744
Sweden,Lithuania,49742
Netherlands,Hungary,49739
France,Estonia,49732
Austria,Hungary,49732
Netherlands,Lithuania,49729
France,Czech Republic,49726
Spain,Hungary,49724
Netherlands,Hungary,49723
Germany,Slovak Republic,49723
Netherlands,Poland,49717
Germany,Estonia,49716
Germany,Romania,49714
Austria,Estonia,49714
Germany,Hungary,49709
France,Poland,49706
France,Taiwan,49705
France,Latvia,49703
Sweden,Lithuania,49701
Sweden,Latvia,49701
Netherlands,Hungary,49701
Austria,Romania,49700
United States,Romania,49696
Austria,Romania,49693
Germany,Poland,49690
Germany,Lithuania,49688
France,Czech Republic,49687
Netherlands,Hungary,49680
Spain,Romania,49672
Germany,Czech Republic,49668
France,Hungary,49651
United States,Estonia,49650
Spain,Hungary,49641
United States,Czech Republic,49639
Germany,Poland,49639
Norway,Poland,49628
Germany,Kuwait,49625
Greece,Romania,49624
Germany,Romania,49621
Germany,Romania,49619
Germany,Lithuania,49616
France,Latvia,49615
Netherlands,Poland,49615
Germany,Romania,49613
Greece,Romania,49610
Japan,Poland,49610
Germany,Romania,49608
Sweden,Latvia,49608
Netherlands,Poland,49600
Netherlands,Romania,49600
Netherlands,Poland,49597
United States,Poland,49594
Austria,Romania,49589
Belgium,Latvia,49589
Germany,Romania,49587
Sweden,Estonia,49585
Austria,Hungary,49580
Germany,Lithuania,49580
France,Slovenia,49573
Norway,Poland,49570
Japan,United Arab Emirates,49569
Switzerland,Romania,49568
France,Romania,49568
France,Czech Republic,49563
Austria,Estonia,49563
France,Hungary,49556
Japan,Romania,49549
United States,Lithuania,49548
Switzerland,Romania,49548
Germany,Poland,49545
Germany,Korea,49544
Portugal,Romania,49543
France,Slovak Republic,49534
United Kingdom,Czech Republic,49530
United Kingdom,Hungary,49522
France,Czech Republic,49522
Germany,Hungary,49510
Sweden,Poland,49506
United States,Poland,49503
United States,Estonia,49502
Germany,Kuwait,49500
France,Czech Republic,49493
France,Romania,49493
France,Poland,49493
France,Hungary,49492
United Kingdom,Poland,49490
Sweden,Estonia,49481
Canada,Poland,49471
France,Lithuania,49470
Italy,Romania,49470
France,Estonia,49465
France,Poland,49456
Switzerland,Romania,49445
France,United Arab Emirates,49445
Italy,Romania,49442
Italy,Estonia,49442
Finland,Estonia,49440
France,Czech Republic,49439
France,Czech Republic,49430
France,United Arab Emirates,49427
France,Romania,49427
France,Czech Republic,49425
France,Cyprus,49425
Sweden,Poland,49423
Sweden,Lithuania,49423
United Kingdom,Hungary,49423
Spain,Romania,49421
Canada,Romania,49420
United States,Romania,49416
United States,Romania,49416
Austria,Poland,49415
Finland,Estonia,49415
Sweden,Latvia,49411
France,Cyprus,49406
Spain,Romania,49406
France,Lithuania,49406
United Kingdom,Poland,49405
Portugal,Poland,49398
Sweden,Estonia,49394
France,Czech Republic,49386
Canada,Lithuania,49382
United Kingdom,Romania,49382
United Kingdom,Latvia,49375
France,United Arab Emirates,49375
Japan,Czech Republic,49375
Spain,Hungary,49373
United Kingdom,Poland,49373
Sweden,Latvia,49373
United States,Korea,49370
France,Latvia,49358
United Kingdom,Romania,49351
Netherlands,Latvia,49350
Sweden,Lithuania,49347
France,Czech Republic,49341
Sweden,Estonia,49339
Germany,Poland,49339
Canada,Hungary,49339
Finland,Estonia,49330
France,Cyprus,49329
United States,Romania,49329
France,Poland,49328
Sweden,Poland,49326
Germany,Korea,49322
Netherlands,Estonia,49322
Spain,Romania,49319
Spain,Romania,49319
Austria,Romania,49319
United States,Romania,49319
Canada,Romania,49318
Germany,Taiwan,49316
Sweden,Hungary,49300
Australia,Korea,49296
Austria,Czech Republic,49287
Greece,Latvia,49284
Norway,Romania,49283
Austria,Lithuania,49283
United States,Poland,49283
Austria,Hungary,49280
Norway,Estonia,49280
Norway,Latvia,49280
France,Estonia,49274
Portugal,Estonia,49274
Canada,Poland,49272
France,Czech Republic,49270
United States,Korea,49261
Germany,Lithuania,49261
Portugal,Hungary,49253
Netherlands,Slovenia,49251
Netherlands,Poland,49248
Netherlands,Czech Republic,49241
Germany,Romania,49240
Belgium,Estonia,49237
Japan,Czech Republic,49235
Japan,Latvia,49233
Germany,Romania,49233
Netherlands,Czech Republic,49230
Germany,Romania,49218
Netherlands,Romania,49214
Canada,Romania,49206
Netherlands,Czech Republic,49205
Switzerland,Lithuania,49200
Finland,Lithuania,49198
France,United Arab Emirates,49194
Portugal,Romania,49192
Sweden,Lithuania,49190
France,Poland,49189
France,Latvia,49187
Switzerland,Hungary,49187
France,Slovak Republic,49182
Austria,Romania,49182
Japan,Romania,49181
Germany,Romania,49181
France,Poland,49179
United States,Romania,49173
France,Kuwait,49173
United States,Latvia,49172
Sweden,Estonia,49171
Sweden,Poland,49171
United Kingdom,Hungary,49167
Canada,Poland,49166
Sweden,Lithuania,49163
Canada,Hungary,49158
United Kingdom,Hungary,49155
Italy,Hungary,49155
Canada,Hungary,49150
Finland,Hungary,49148
Sweden,Poland,49147
United Kingdom,Czech Republic,49146
Spain,Estonia,49144
Italy,Romania,49141
France,Kuwait,49138
Austria,Czech Republic,49135
France,Qatar,49133
Switzerland,Romania,49131
Japan,Romania,49131
France,Romania,49131
Sweden,Lithuania,49129
Canada,Hungary,49127
Sweden,Poland,49122
Sweden,Lithuania,49119
United Kingdom,Hungary,49109
France,Latvia,49108
Japan,Hungary,49108
Italy,Poland,49104
Canada,Czech Republic,49104
France,Lithuania,49103
France,Latvia,49101
France,Cyprus,49094
France,Qatar,49092
Germany,Poland,49092
Italy,Romania,49092
Sweden,Lithuania,49092
Canada,Poland,49092
Canada,Estonia,49092
United States,Hungary,49092
Spain,Romania,49092
France,Czech Republic,49092
France,Poland,49092
Switzerland,Romania,49091
United Kingdom,Poland,49090
Spain,Poland,49088
United States,Poland,49087
France,Latvia,49087
Spain,Latvia,49084
United Kingdom,Hungary,49084
Sweden,Estonia,49084
France,Hungary,49077
Spain,Cyprus,49076
United States,Czech Republic,49073
France,Czech Republic,49067
France,United Arab Emirates,49061
Spain,Poland,49056
France,Czech Republic,49053
Austria,Hungary,49050
Austria,Lithuania,49047
Austria,Romania,49041
France,Korea,49040
Spain,Lithuania,49040
France,Estonia,49038
Netherlands,Romania,49035
France,Hungary,49033
Netherlands,Slovak Republic,49025
Germany,Czech Republic,49024
France,Romania,49023
United States,Romania,49022
France,Poland,49017
France,Hungary,49015
United States,Romania,49013
France,Romania,49011
Canada,Romania,49009
France,Cyprus,49007
France,Poland,49006
Italy,Romania,49003
Sweden,Latvia,48992
France,Poland,48988
United States,Romania,48985
Netherlands,Hungary,48981
Spain,Latvia,48976
Netherlands,Czech Republic,48971
France,Poland,48970
Germany,Czech Republic,48968
United States,Romania,48968
Sweden,Latvia,48965
France,Czech Republic,48960
Norway,Lithuania,48950
Germany,Latvia,48943
Greece,Romania,48943
Germany,Poland,48941
Germany,Romania,48935
Germany,Czech Republic,48932
United States,Poland,48923
Greece,Poland,48921
Netherlands,Czech Republic,48919
Japan,Romania,48917
Japan,Latvia,48915
United Kingdom,Romania,48915
France,Kuwait,48915
United Kingdom,Romania,48913
Germany,Romania,48909
Netherlands,Romania,48908
Sweden,Lithuania,48903
Germany,Romania,48902
Spain,Romania,48899
Netherlands,Latvia,48893
Spain,Korea,48884
Germany,Cyprus,48881
Japan,Romania,48879
Belgium,Romania,48877
Sweden,Estonia,48864
Greece,Romania,48864
Germany,Czech Republic,48864
Portugal,Poland,48862
Austria,Hungary,48862
Germany,Romania,48860
France,Lithuania,48853
Finland,Latvia,48853
France,Slovenia,48853
France,Cyprus,48852
Sweden,Latvia,48848
United States,Latvia,48847
Finland,Estonia,48845
France,Poland,48842
Japan,Romania,48839
France,Czech Republic,48836
France,Poland,48836
France,Lithuania,48835
France,Poland,48835
Italy,Romania,48835
France,Romania,48835
France,Poland,48832
Sweden,Lithuania,48826
Sweden,Latvia,48823
Sweden,Poland,48822
France,Czech Republic,48820
United Kingdom,Hungary,48815
Italy,Czech Republic,48813
France,Kuwait,48809
France,Qatar,48808
Sweden,Poland,48807
Sweden,Poland,48805
Sweden,Estonia,48799
United Kingdom,Poland,48795
Spain,Poland,48791
Spain,Lithuania,48787
Canada,Lithuania,48778
France,Taiwan,48773
United States,Czech Republic,48770
Canada,Hungary,48766
Sweden,Estonia,48763
France,Lithuania,48763
Austria,Czech Republic,48760
Sweden,Poland,48757
Sweden,Latvia,48756
Sweden,Latvia,48751
Sweden,Latvia,48751
France,Hungary,48749
France,Lithuania,48748
Sweden,Estonia,48746
France,Romania,48744
United Kingdom,Romania,48744
Switzerland,Romania,48744
Sweden,Lithuania,48744
Austria,Lithuania,48744
Spain,Romania,48743
France,Romania,48741
Sweden,Latvia,48741
Sweden,Poland,48741
Sweden,Lithuania,48728
France,United Arab Emirates,48728
Germany,Poland,48720
Italy,Czech Republic,48716
France,Korea,48715
Sweden,Latvia,48713
France,Romania,48713
France,Qatar,48713
Sweden,Hungary,48713
Netherlands,Estonia,48709
Germany,Czech Republic,48708
Netherlands,Latvia,48700
France,Estonia,48700
Germany,Romania,48697
Netherlands,Poland,48689
United States,Poland,48687
France,Poland,48682
Germany,Poland,48682
Germany,Czech Republic,48679
Japan,Hungary,48666
United States,Romania,48665
Netherlands,Czech Republic,48665
Germany,Latvia,48665
France,Hungary,48665
Netherlands,Romania,48665
Germany,Latvia,48665
Austria,Poland,48665
Canada,Poland,48665
Norway,Lithuania,48665
Germany,Romania,48665
France,Latvia,48661
Germany,Poland,48661
Canada,Romania,48658
United Kingdom,Romania,48644
France,Poland,48638
Germany,Hungary,48634
Greece,Romania,48628
Greece,Romania,48625
France,Estonia,48623
United Kingdom,Romania,48622
Germany,Hungary,48622
Norway,Romania,48622
United States,Romania,48622
Netherlands,Slovenia,48622
Japan,Poland,48620
Greece,Taiwan,48619
Greece,Lithuania,48619
United States,Romania,48619
France,Hungary,48619
Netherlands,Latvia,48616
Sweden,Lithuania,48614
Germany,Slovak Republic,48614
Japan,Romania,48612
Japan,Romania,48611
Japan,Qatar,48608
Greece,Latvia,48607
Belgium,Romania,48606
Japan,Korea,48604
France,Korea,48602
Japan,Romania,48601
United States,Czech Republic,48600
Sweden,Lithuania,48599
Austria,Romania,48595
United States,Hungary,48594
Belgium,Lithuania,48592
Netherlands,Estonia,48585
Japan,Romania,48581
Finland,Estonia,48564
Germany,Lithuania,48560
Germany,Poland,48554
Austria,Romania,48545
Austria,Lithuania,48545
Norway,Latvia,48538
Austria,Slovenia,48537
France,Latvia,48536
Sweden,Poland,48530
France,Romania,48529
France,Romania,48526
Canada,Poland,48521
France,Poland,48521
United Kingdom,Hungary,48521
France,Hungary,48518
France,Romania,48517
France,Romania,48510
Finland,Lithuania,48506
France,United Arab Emirates,48495
France,Lithuania,48495
United Kingdom,Poland,48495
Sweden,Lithuania,48478
United Kingdom,Latvia,48477
France,Latvia,48474
France,Qatar,48472
France,Lithuania,48470
Italy,Hungary,48469
Switzerland,Romania,48463
Sweden,Latvia,48463
France,Hungary,48460
France,Hungary,48447
France,Czech Republic,48442
Italy,Romania,48429
Italy,Romania,48427
Sweden,Lithuania,48427
United Kingdom,Romania,48427
Canada,Romania,48427
United States,Lithuania,48427
Sweden,Lithuania,48427
Austria,Czech Republic,48424
United States,Estonia,48422
France,Cyprus,48420
Spain,Romania,48416
United States,Poland,48416
Switzerland,Czech Republic,48410
Sweden,Latvia,48409
Spain,Latvia,48406
Sweden,Latvia,48403
France,Romania,48402
United States,Romania,48396
France,Czech Republic,48396
Sweden,Latvia,48394
Germany,Czech Republic,48393
Germany,Poland,48387
Sweden,Latvia,48383
Norway,Hungary,48381
United States,Romania,48380
Netherlands,Estonia,48376
United States,Romania,48376
France,Lithuania,48373
Germany,Lithuania,48372
France,Czech Republic,48361
Italy,Romania,48361
Netherlands,Lithuania,48359
Germany,Poland,48359
United Kingdom,Romania,48356
Austria,Hungary,48355
Germany,Lithuania,48354
United States,United Arab Emirates,48347
Germany,Poland,48340
Germany,Hungary,48339
Sweden,Lithuania,48339
Norway,Poland,48339
Spain,Cyprus,48321
United Kingdom,Romania,48320
Germany,Lithuania,48317
Portugal,Czech Republic,48317
Germany,Hungary,48314
Greece,Romania,48305
Germany,Korea,48303
Sweden,Poland,48301
Germany,Poland,48298
Switzerland,Hungary,48297
United States,Romania,48286
Sweden,Lithuania,48278
Japan,Romania,48278
Netherlands,Hungary,48278
United States,Romania,48278
United States,Czech Republic,48278
United States,Romania,48278
Netherlands,Hungary,48278
Germany,Latvia,48278
Germany,Hungary,48276
Greece,Romania,48275
Spain,Czech Republic,48272
Netherlands,Romania,48264
Netherlands,Czech Republic,48256
Germany,Poland,48255
Austria,Czech Republic,48255
Belgium,Romania,48244
Ireland,Korea,48237
France,Latvia,48232
Austria,Romania,48231
Portugal,Romania,48231
Austria,Latvia,48221
Switzerland,Romania,48220
France,Slovenia,48218
France,Slovenia,48215
France,Cyprus,48213
Germany,Korea,48210
Netherlands,Poland,48205
United States,Czech Republic,48202
France,Poland,48202
Germany,Hungary,48200
France,United Arab Emirates,48199
Germany,Romania,48187
Germany,Poland,48182
Finland,Estonia,48180
United Kingdom,Poland,48180
Canada,Czech Republic,48179
Belgium,Poland,48179
Sweden,Czech Republic,48175
Italy,Czech Republic,48175
United States,Romania,48172
United Kingdom,Romania,48171
United Kingdom,Czech Republic,48169
France,Slovak Republic,48169
Germany,Latvia,48169
Canada,Lithuania,48169
Finland,Lithuania,48169
France,Kuwait,48169
Sweden,Estonia,48163
Italy,Czech Republic,48162
France,United Arab Emirates,48156
France,Romania,48155
France,Latvia,48154
France,Romania,48149
Sweden,Latvia,48148
Sweden,Poland,48148
Austria,Cyprus,48145
Sweden,Latvia,48145
United Kingdom,Poland,48145
Spain,Romania,48137
United States,Romania,48135
France,Hungary,48130
United Kingdom,Romania,48130
Austria,Poland,48129
United Kingdom,Hungary,48115
Sweden,Estonia,48115
France,Czech Republic,48113
Austria,Taiwan,48110
France,Lithuania,48108
United States,Romania,48103
Canada,Romania,48088
France,Hungary,48088
Sweden,Estonia,48082
United States,Hungary,48078
Austria,Romania,48073
United Kingdom,Czech Republic,48066
Germany,Slovak Republic,48065
Japan,Romania,48064
France,United Arab Emirates,48062
Germany,Hungary,48060
Japan,Romania,48058
France,Lithuania,48057
Austria,Poland,48057
Germany,Poland,48055
United States,Latvia,48055
France,Lithuania,48052
United States,Romania,48049
Netherlands,Czech Republic,48043
United States,Romania,48025
Netherlands,Romania,48025
United States,Romania,48021
United Kingdom,Hungary,48021
Netherlands,Estonia,48021
Germany,Slovak Republic,48021
Germany,Romania,48021
Japan,Romania,48021
United States,Latvia,48019
Spain,Romania,48017
Germany,Lithuania,48017
Australia,Korea,48017
United Kingdom,Romania,48017
Austria,Hungary,48013
France,Korea,48009
Netherlands,Czech Republic,48002
Germany,Latvia,48001
Norway,Latvia,48000
Greece,Romania,48000
United States,Romania,47997
Netherlands,Hungary,47997
Netherlands,Hungary,47997
Netherlands,Latvia,47997
Sweden,Poland,47990
Netherlands,Latvia,47989
Netherlands,Romania,47985
Greece,Cyprus,47985
Germany,Latvia,47984
France,Poland,47983
Netherlands,Poland,47983
Netherlands,Hungary,47975
Netherlands,Latvia,47972
Belgium,Lithuania,47970
France,Romania,47968
France,Hungary,47968
France,Slovenia,47966
Netherlands,Czech Republic,47957
France,Romania,47957
United States,Romania,47949
Japan,Romania,47943
Netherlands,Hungary,47937
France,Qatar,47937
Switzerland,Czech Republic,47937
France,Poland,47937
Finland,Lithuania,47929
Germany,Poland,47919
United States,Lithuania,47918
Japan,Estonia,47918
Germany,Estonia,47918
Germany,Poland,47918
Japan,United Arab Emirates,47912
France,Romania,47910
France,United Arab Emirates,47905
Sweden,Poland,47904
Italy,Romania,47903
United States,Czech Republic,47903
United States,Poland,47903
France,Estonia,47903
Japan,Hungary,47893
Finland,Estonia,47893
Japan,Hungary,47891
Sweden,Estonia,47881
Spain,Estonia,47876
Italy,Lithuania,47876
France,Hungary,47876
Japan,Poland,47875
France,Hungary,47871
France,Lithuania,47869
United States,Romania,47868
Sweden,Lithuania,47868
Italy,Cyprus,47867
United States,Poland,47861
Japan,Latvia,47860
France,Kuwait,47852
France,Poland,47851
Canada,Hungary,47847
France,Czech Republic,47846
Italy,Hungary,47844
United Kingdom,Poland,47844
Sweden,Lithuania,47844
Italy,Czech Republic,47844
Italy,Czech Republic,47844
Sweden,Poland,47844
France,Qatar,47844
Canada,Poland,47844
Italy,Romania,47844
France,Romania,47844
France,Romania,47844
Spain,Romania,47841
Spain,Romania,47840
Canada,Czech Republic,47837
Canada,Cyprus,47833
Sweden,Lithuania,47826
France,Czech Republic,47826
United States,Czech Republic,47826
Spain,Lithuania,47821
Sweden,Estonia,47816
France,Czech Republic,47810
France,Romania,47807
Sweden,Latvia,47803
Austria,Romania,47797
Portugal,Czech Republic,47796
United States,Czech Republic,47792
France,Korea,47789
France,Czech Republic,47789
United Kingdom,Poland,47782
United Kingdom,Romania,47782
Sweden,Lithuania,47781
Austria,Czech Republic,47776
Austria,Latvia,47776
Sweden,Poland,47775
France,Korea,47772
France,Czech Republic,47768
Spain,Romania,47765
France,Poland,47748
Austria,Poland,47734
Portugal,Poland,47732
France,Hungary,47729
France,Romania,47728
Netherlands,Hungary,47726
France,Czech Republic,47725
Germany,Romania,47717
Germany,Hungary,47712
United States,Cyprus,47706
United States,Taiwan,47703
Austria,Korea,47700
France,Czech Republic,47690
Austria,Hungary,47689
Germany,United Arab Emirates,47687
France,Romania,47685
Germany,Lithuania,47681
United States,Romania,47677
Spain,Korea,47671
Netherlands,Lithuania,47671
Germany,Czech Republic,47669
Australia,Hungary,47667
Germany,Czech Republic,47666
France,Poland,47666
United States,Romania,47661
Spain,Estonia,47661
Norway,Estonia,47659
Germany,Poland,47659
Australia,Korea,47654
Sweden,Romania,47652
Norway,Estonia,47637
Germany,Poland,47634
United States,Lithuania,47632
Austria,Romania,47630
Norway,Estonia,47630
Spain,Poland,47623
Japan,Korea,47623
United States,Romania,47617
Germany,Poland,47608
Austria,Czech Republic,47607
Netherlands,Romania,47606
France,Qatar,47604
Greece,Estonia,47599
Germany,Poland,47597
Belgium,Romania,47596
Greece,Slovenia,47596
Japan,Romania,47596
Austria,Romania,47593
Netherlands,Hungary,47588
Germany,Hungary,47588
France,Poland,47583
France,Poland,47582
France,Poland,47580
Finland,Latvia,47579
France,Cyprus,47576
Sweden,Estonia,47575
France,Poland,47575
Germany,Poland,47573
United States,Lithuania,47563
France,Romania,47562
France,Slovenia,47560
United States,Romania,47551
Switzerland,Romania,47550
Finland,Estonia,47549
Norway,Latvia,47544
France,Hungary,47543
Netherlands,Romania,47542
United Kingdom,Poland,47540
Sweden,Poland,47536
Finland,Latvia,47536
United States,Lithuania,47536
Sweden,Estonia,47536
United States,Poland,47536
United States,Czech Republic,47536
Sweden,Latvia,47536
Sweden,Latvia,47536
France,Lithuania,47536
United States,Lithuania,47535
Sweden,Lithuania,47534
United Kingdom,Poland,47526
United States,Poland,47526
France,Romania,47525
France,Czech Republic,47513
Canada,Hungary,47511
Finland,Latvia,47507
Sweden,Estonia,47502
United States,Estonia,47495
United States,Czech Republic,47494
Canada,Hungary,47494
Switzerland,Romania,47488
Sweden,Latvia,47488
Switzerland,Romania,47488
United States,Czech Republic,47483
Sweden,Lithuania,47482
United States,Lithuania,47481
Italy,Hungary,47465
France,Romania,47461
France,Czech Republic,47460
Sweden,Lithuania,47458
Sweden,Poland,47458
France,Lithuania,47450
Netherlands,Romania,47448
Japan,Romania,47445
France,Czech Republic,47443
France,Czech Republic,47437
France,Romania,47430
Germany,Korea,47430
United States,Romania,47427
Italy,Hungary,47421
Sweden,Romania,47421
Sweden,Estonia,47421
Italy,Romania,47421
Canada,Czech Republic,47420
France,Romania,47417
Sweden,Latvia,47416
Sweden,Poland,47411
Sweden,Lithuania,47408
Italy,Czech Republic,47408
France,Estonia,47408
France,Hungary,47408
Sweden,Latvia,47407
France,Poland,47403
France,Latvia,47401
France,Romania,47399
France,Czech Republic,47394
France,Cyprus,47388
Italy,Romania,47385
Italy,Romania,47382
Italy,Romania,47379
France,Korea,47378
United Kingdom,Poland,47378
United Kingdom,Poland,47370
Spain,Poland,47368
United States,Hungary,47368
Sweden,Lithuania,47368
Spain,Romania,47367
Spain,Czech Republic,47363
Austria,Romania,47359
Austria,Estonia,47355
United States,Romania,47351
France,Hungary,47349
United Kingdom,Romania,47346
France,Poland,47341
Austria,Czech Republic,47341
United States,Korea,47337
France,Romania,47335
Netherlands,Hungary,47334
Sweden,Hungary,47329
Germany,Lithuania,47325
France,Hungary,47323
Sweden,Estonia,47323
Germany,Romania,47314
Netherlands,Romania,47309
United States,Romania,47305
United States,Hungary,47304
Germany,Estonia,47303
France,Hungary,47302
Germany,Poland,47300
France,Czech Republic,47290
United States,Romania,47290
Germany,Poland,47289
Germany,Hungary,47289
Germany,Lithuania,47288
Sweden,Czech Republic,47275
United States,Hungary,47274
Spain,Romania,47274
Germany,Lithuania,47271
Sweden,Latvia,47267
Norway,Lithuania,47265
Norway,Lithuania,47255
Canada,Czech Republic,47255
Spain,Lithuania,47253
Sweden,Latvia,47252
France,Poland,47232
Sweden,Lithuania,47226
France,Poland,47226
Spain,Hungary,47226
Switzerland,Czech Republic,47226
United States,Romania,47226
Sweden,Lithuania,47222
Germany,Poland,47218
Germany,Lithuania,47218
Germany,Poland,47217
Ireland,Romania,47217
Germany,Poland,47217
Germany,Czech Republic,47216
Netherlands,Poland,47212
Netherlands,Hungary,47210
Japan,Qatar,47208
Greece,Latvia,47208
Japan,Romania,47208
Japan,Romania,47206
Belgium,Czech Republic,47201
Germany,Latvia,47201
Sweden,Slovenia,47201
Japan,Hungary,47201
Japan,Romania,47199
Australia,Cyprus,47199
Canada,Hungary,47196
Austria,Romania,47196
Greece,Romania,47195
Japan,Latvia,47195
Australia,Korea,47193
France,Poland,47189
France,Korea,47189
Germany,Romania,47189
Germany,Poland,47189
Italy,Czech Republic,47187
Switzerland,Czech Republic,47187
Switzerland,Romania,47182
Austria,Slovenia,47182
Finland,Estonia,47178
France,Latvia,47173
Austria,Poland,47171
France,Hungary,47170
Germany,Poland,47166
Switzerland,Romania,47165
